mechanics,collectible,race,name,faction,text,artist,rarity,attack,cost,health,howToGetGold,inPlayText,flavor,howToGet,type,id,playerClass,elite,durability
,,,Dark Wispers,,+5/+5 and <b>Taunt</b>.,,,,,,,,,,Spell,GVG_041a,Druid,,
,,,Dark Wispers,,+5/+5 and <b>Taunt</b>.,,,,,,,,,,Enchantment,GVG_041c,Druid,,
,True,,Darkbomb,,Deal $3 damage.,Jeff Haynie,Common,,2,,,,"If you're looking to make an ""Emo"" deck, this card is perfect!",,Spell,GVG_015,Warlock,,
,True,,Demonheart,,"Deal $5 damage to a minion.  If it's a friendly Demon, give it +5/+5 instead.",Kerem Beyit,Epic,,5,,,,Virtually every member of the pro demon lobby is a warlock. Weird.,,Spell,GVG_019,Warlock,,
,,,Demonheart,,+5/+5.,,,,,,,,,,Enchantment,GVG_019e,Warlock,,
['Battlecry'],True,,Dr. Boom,,<b>Battlecry</b>: Summon two 1/1 Boom Bots. <i>WARNING: Bots may explode.</i>,Alex Garner,Legendary,7,7,7,,,MARVEL AT HIS MIGHT!,,Minion,GVG_110,,True,
,,Beast,Druid of the Fang,,,Massive Black,,7,5,7,,,,,Minion,GVG_080t,Druid,,
['Battlecry'],True,,Druid of the Fang,,"<b>Battlecry:</b> If you have a Beast, transform this minion into a 7/7.",Brandon Kitkouski,Common,4,5,4,,,"The Druids of the Fang live in the Wailing Caverns. They wear cool snake shirts and tell snake jokes and say ""bro"" a lot.",,Minion,GVG_080,Druid,,
['Windfury'],True,,Dunemaul Shaman,,"<b>Windfury, Overload: (1)</b>
50% chance to attack the wrong enemy.",José Ladrönn,Rare,5,4,4,,,He just closes his eyes and goes for it. Raarararrrarar!,,Minion,GVG_066,Shaman,,
,True,,Echo of Medivh,,Put a copy of each friendly minion into your hand.,Alex Garner,Epic,,4,,,,"Medivh's echo haunts Karazhan, eternally cheating at chess and <i>Hearthstone</i>.",,Spell,GVG_005,Mage,,
['Freeze'],,,Emergency Coolant,,<b>Freeze</b> a minion.,Peerasak Senalai,,,1,,,,,,Spell,PART_005,,,
['Battlecry'],True,Mech,Enhance-o Mechano,,"<b>Battlecry:</b> Give your other minions <b>Windfury</b>, <b>Taunt</b>, or <b>Divine Shield</b>.
<i>(at random)</i>",Zoltan Boros,Epic,3,4,2,,,His enhancements are gluten free!,,Minion,GVG_107,,,
['Deathrattle'],True,Mech,Explosive Sheep,,<b>Deathrattle:</b> Deal 2 damage to all minions.,Ralph Horsley,Common,1,2,1,,,"How is this supposed to work?  Your enemies think, ""<i>Hey!</i> Cute sheep!"" and run over to cuddle it?",,Minion,GVG_076,,,
,,,Extra Sharp,,+1 Attack.,,,,,,,,,,Enchantment,GVG_023a,,,
,True,,Feign Death,,Trigger all <b>Deathrattles</b> on your minions.,Luca Zontini,Epic,,2,,,,"The hardest part about doing a ""Feign Death"" convincingly is learning how to make the right smell. It takes a lot of commitment.",,Spell,GVG_026,Hunter,,
,True,Mech,Fel Cannon,,"At the end of your turn, deal 2 damage to a non-Mech minion.",Matt Gaser,Rare,3,4,5,,,"The box says, ""New and improved, with 200% more fel!""",,Minion,GVG_020,Warlock,,
,True,Mech,Fel Reaver,,"Whenever your opponent plays a card, discard the top 3 cards of your deck.",Zoltan & Gabor,Epic,8,5,8,,,So reaver. Much fel. Wow.,,Minion,GVG_016,,,
,,,Finicky Cloakfield,,Give a friendly minion <b>Stealth</b> until your next turn.,Nutchapol Thitinunthakorn,,,1,,,,,,Spell,PART_004,,,
,True,Mech,Flame Leviathan,,"When you draw this, deal 2 damage to all characters.",Aleksi Briclot,Legendary,7,7,7,,,Mimiron likes to take the Flame Leviathan out on some sweet joyrides.,,Minion,GVG_007,Mage,True,
,True,,Flamecannon,,Deal $4 damage to a random enemy minion.,Mauricio Herrera,Common,,2,,,,Calling something a flamecannon really doesn't do much to distinguish it from other goblin devices.,,Spell,GVG_001,Mage,,
,True,Demon,Floating Watcher,,"Whenever your hero takes damage on your turn, gain +2/+2.",Todd Lockwood,Common,4,5,4,,,"""Evil Eye Watcher of Doom"" was the original name, but marketing felt it was a bit too aggressive.",,Minion,GVG_100,Warlock,,
['Windfury'],True,Mech,Flying Machine,,<b>Windfury</b>,Matt Dixon,Common,1,3,4,,,"To operate, this contraption needs a hula doll on the dashboard. Otherwise it's just a “falling machine.”",,Minion,GVG_084,,,
,True,Mech,Foe Reaper 4000,,Also damages the minions next to whomever he attacks.,James Ryman,Legendary,6,8,9,,,"Foe reaping is really not so different from harvest reaping, at the end of the day.",,Minion,GVG_113,,True,
['Divine Shield'],True,Mech,Force-Tank MAX,,<b>Divine Shield</b>,Nutchapol Thitinunthakorn,Common,7,8,7,,,"There is a factory in Tanaris for crafting force-tanks, but it only ever made two, because of cost overruns.",,Minion,GVG_079,,,
,True,Beast,Gahz'rilla,,"Whenever this minion takes damage, double its Attack.",Raymond Swanland,Legendary,6,7,9,,,The Sen'jin High football team is The Gahz'rillas.,,Minion,GVG_049,Hunter,True,
,,,Gallywix's Coin,,"Gain 1 Mana Crystal this turn only.
<i>(Won't trigger Gallywix.)</i>",,,,0,,,,,,Spell,GVG_028t,,,
,True,,Gazlowe,,"Whenever you cast a 1-mana spell, add a random Mech to your hand.",Luke Mancini,Legendary,3,6,6,,,"Gazlowe was voted ""Most Likely to Explode"" in high school.",,Minion,GVG_117,,True,
,,,Gift of Cards,,Each player draws a card.,,,,,,,,,,Spell,GVG_032b,Druid,,
,,,Gift of Mana,,Give each player a Mana Crystal.,,,,,,,,,,Spell,GVG_032a,Druid,,
['Stealth'],True,,Gilblin Stalker,,<b>Stealth</b>,Seamus Gallagher,Common,2,2,3,,,"""Shhh, I think I hear something.""

""Ah, it's probably nothing."" - Every Henchman",,Minion,GVG_081,,,
,,,Glaivezooka,,+1 Attack.,,,,,,,,,,Enchantment,GVG_043e,Hunter,,
['Battlecry'],True,,Glaivezooka,,<b>Battlecry:</b> Give a random friendly minion +1 Attack.,Gino Whitehall,Common,2,2,,,,For the times when a regular bazooka just isn't enough.,,Weapon,GVG_043,Hunter,,2
"['Charge', 'Taunt']",True,,Gnomeregan Infantry,,"<b>Charge</b>
<b>Taunt</b>",Zoltan & Gabor,Common,1,3,4,,,"The gnomes are valiant and ready to return to their irradiated, poorly ventilated homeland!",,Minion,GVG_098,,,
['Battlecry'],True,,Gnomish Experimenter,,"<b>Battlecry:</b> Draw a card. If it's a minion, transform it into a Chicken.",Jesper Esjing,Rare,3,3,2,,,He's legitimately surprised every time he turns himself into a chicken.,,Minion,GVG_092,,,
['Battlecry'],True,Mech,Goblin Auto-Barber,,<b>Battlecry</b>: Give your weapon +1 Attack.,Zolton Boros,Common,3,2,2,,,This guy is excellent at adjusting your haircut and/or height.,,Minion,GVG_023,Rogue,,
['Battlecry'],True,,Goblin Blastmage,,"<b>Battlecry:</b> If you have a Mech, deal 4 damage randomly split among all enemies.",Glenn Rane,Rare,5,4,4,,,"If you can't find a bomb to throw, just pick up any goblin invention and throw that.",,Minion,GVG_004,Mage,,
['Aura'],True,,Goblin Sapper,,Has +4 Attack while your opponent has 6 or more cards in hand.,Jesper Esjing,Rare,2,3,4,,,"He’s not such a binge exploder anymore. These days, he only explodes socially.",,Minion,GVG_095,,,
,,,Grasp of Mal'Ganis,,Mal'Ganis is granting +2/+2.,,,,,,,,,,Enchantment,GVG_021e,Warlock,,
,True,,Grove Tender,,<b>Choose One -</b> Give each player a Mana Crystal; or Each player draws a card.,Chris Rahn,Rare,2,3,4,,,Likes: Hiking and the great outdoors. Dislikes: Goblin shredders and sandals. (Can’t find any that fit!).,,Minion,GVG_032,Druid,,
,,,"HERE, TAKE BUFF.",,+2/+2.,,,,,,,,,,Enchantment,GVG_104a,,,
['Battlecry'],True,,Hemet Nesingwary,,<b>Battlecry:</b> Destroy a Beast.,Ralph Horsley,Legendary,6,5,3,,,It's hard to make a living as a hunter in a world where beasts instantly reappear minutes after you kill them.,,Minion,GVG_120,,True,
,True,,Hobgoblin,,"Whenever you play a 1-Attack minion, give it +2/+2.",Laurel D. Austin,Epic,2,3,3,,,Hobgoblins are meeting next week to discuss union benefits.  First on the list: dental plan.,,Minion,GVG_104,,,
,True,,Illuminator,,"If you control a <b>Secret</b> at the end of your turn, restore 4 health to your hero.",Jim Nelson,Rare,2,3,4,,,"""LUMOS!"" is not what they yell. What do you think this is, Hogwarts?",,Minion,GVG_089,,,
,,Demon,Imp,,,,,1,1,1,,,,,Minion,GVG_045t,Warlock,,
,True,,Imp-losion,,Deal $2-$4 damage to a minion. Summon a 1/1 Imp for each damage dealt.,Jaemin Kim,Rare,,4,,,,The shrapnel is waaaaay worse than the explosion.,,Spell,GVG_045,Warlock,,
['Battlecry'],True,Mech,Iron Juggernaut,,"<b>Battlecry:</b> Shuffle a Mine into your opponent's deck. When drawn, it explodes for 10 damage.",Raymond Swanland,Legendary,6,6,5,,,"The Iron Juggernaut guards Orgrimmar and has just earned the ""Employee of the Month"" award!",,Minion,GVG_056,Warrior,True,
,True,Mech,Iron Sensei,,"At the end of your turn, give another friendly Mech +2/+2.",Brian Despain,Rare,2,3,2,,,"Mechs like learning from him because he really speaks their language.

0110100001101001",,Minion,GVG_027,Rogue,,
,,,Ironed Out,,Increased stats.,,,,,,,,,,Enchantment,GVG_027e,Rogue,,
,True,Mech,Jeeves,,"At the end of each player's turn, that player draws until they have 3 cards.",Matt Dixon,Rare,1,4,4,,,"This robot is a lean, mean, butlerin' machine.",,Minion,GVG_094,,,
,True,Mech,Junkbot,,"Whenever a friendly Mech dies, gain +2/+2.",Zoltan Boros,Epic,1,5,5,,,One bot's junk is another bot's AWESOME UPGRADE!,,Minion,GVG_106,,,
,,,Junked Up,,Increased stats.,,,,,,,,,,Enchantment,GVG_106e,,,
['Battlecry'],True,,Kezan Mystic,,<b>Battlecry:</b> Take control of a random enemy <b>Secret</b>.,Jakub Kasper,Rare,4,4,3,,,"They pretend to be wise and enlightened, but they mostly just hate to be left out of a secret.",,Minion,GVG_074,,,
"['Battlecry', 'Taunt']",True,Beast,King of Beasts,,<b>Taunt</b>. <b>Battlecry:</b> Gain +1 Attack for each other Beast you have.,Seamus Gallagher,Rare,2,5,6,,,He never sleeps.  Not even in the mighty jungle.,,Minion,GVG_046,Hunter,,
,True,,Light of the Naaru,,"Restore #3 Health. If the target is still damaged, summon a Lightwarden.",Jesper Ejsing,Rare,,1,,,,"""Light it up!"" - Command given to both Lightwardens and Goblins holding Flamecannons.",,Spell,GVG_012,Priest,,
['AffectedBySpellPower'],True,,Lightbomb,,Deal damage to each minion equal to its Attack.,Luca Zontini,Epic,,6,,,,This is what happens when you allow goblins to be priests.,,Spell,GVG_008,Priest,,
"['Battlecry', 'Taunt']",True,,Lil' Exorcist,,"<b>Taunt</b>
<b>Battlecry:</b> Gain +1/+1 for each enemy <b>Deathrattle</b> minion.",Jim Nelson,Rare,2,3,3,,,Warlocks have the town exorcist on speed dial in case they unleash the wrong demon.,,Minion,GVG_097,,,
,True,Beast,Lost Tallstrider,,,Benjamin Zhang,Common,5,4,4,,,"The message, ""If found, please return to Mulgore,"" is tattooed on his rear.",,Minion,GVG_071,,,
['Battlecry'],True,,Madder Bomber,,<b>Battlecry:</b> Deal 6 damage randomly split between all other characters.,Alex Horley Orlandelli,Rare,5,5,4,,,"Dang, Bomber, calm down.",,Minion,GVG_090,,,
['Aura'],True,Demon,Mal'Ganis,,"Your other Demons have +2/+2.
Your hero is <b>Immune</b>.",Wayne Reynolds,Legendary,9,9,7,,,"Mal'Ganis doesn't like being betrayed, so if you discard him, watch out.",,Minion,GVG_021,Warlock,True,
['Deathrattle'],True,Beast,Malorne,,<b>Deathrattle:</b> Shuffle this minion into your deck.,Oliver Chipping,Legendary,9,7,7,,,"When Malorne isn't mauling hordes of demons, he enjoys attending parties, though he prefers to go stag.",,Minion,GVG_035,Druid,True,
,True,Mech,Mech-Bear-Cat,,"Whenever this minion takes damage, add a <b>Spare Part</b> card to your hand.",Trent Kaniuga,Rare,7,6,6,,,Crushes buildings with his BEAR hands.,,Minion,GVG_034,Druid,,
['Deathrattle'],True,Mech,Mechanical Yeti,,<b>Deathrattle:</b> Give each player a <b>Spare Part.</b>,Chris Seaman,Common,4,4,5,,,The yetis of Chillwind Point are a source of both inspiration and savage beatings.,,Minion,GVG_078,,,
['Aura'],True,Mech,Mechwarper,,Your Mechs cost (1) less.,Phil Saunders,Common,2,2,3,,,Mechs that summon mechs? What's next? Donuts that summon donuts? Mmmmm.,,Minion,GVG_006,,,
,True,Mech,Mekgineer Thermaplugg,,"Whenever an enemy minion dies, summon a Leper Gnome.",Trent Kaniuga,Legendary,9,9,7,,,"He was obsessed with explosives until he discovered knitting. Now he yells, “SWEATERS! MORE SWEATERS!”",,Minion,GVG_116,,True,
['Aura'],,,Metabolized Magic,,Increased Attack.,,,,,,,,,,Enchantment,GVG_067a,,,
['Aura'],,,Metabolized Magic,,Increased Attack.,,,,,,,,,,Enchantment,GVG_068a,,,
,,,Metal Teeth,,+2 Attack.,,,,,,,,,,Enchantment,GVG_048e,Hunter,,
['Battlecry'],True,Mech,Metaltooth Leaper,,<b>Battlecry</b>: Give your other Mechs +2 Attack.,Hideaki Takamura,Rare,3,3,3,,,Don't leave them out in the rain. In Un'Goro Crater there is a whole colony of rust-tooth leapers.,,Minion,GVG_048,Hunter,,
,True,Mech,Micro Machine,,"At the start of each turn, gain +1 Attack.",Skan Srisuwan,Common,1,2,2,,,This card is the real thing.,,Minion,GVG_103,,,
,,,Might of Tinkertown,,+1/+1.,,,,,,,,,,Enchantment,GVG_102e,,,
,,,Might of Zul'Farrak,,Multiplying Attack.,,,,,,,,,,Enchantment,GVG_049e,Hunter,,
,True,Mech,Mimiron's Head,,"At the start of your turn, if you have at least 3 Mechs, destroy them all and form V-07-TR-0N.",Trent Kaniuga,Legendary,4,5,5,,,Do not push the big red button!,,Minion,GVG_111,,True,
"['Spellpower', 'Stealth']",True,,Mini-Mage,,"<b>Stealth</b>
<b>Spell Damage +1</b>",Ben Olson,Epic,4,4,1,,,He is sometimes found hiding in the treasure chest in the Gurubashi Arena.,,Minion,GVG_109,,,
,True,Demon,Mistress of Pain,,"Whenever this minion deals damage, restore that much Health to your hero.",Carl Critchlow,Rare,1,2,4,,,Her sister is the Mistress of Pane who sells windows and shower doors.,,Minion,GVG_018,Warlock,,
,True,,Mogor the Ogre,,All minions have a 50% chance to attack the wrong enemy.,Michal Ivan,Legendary,7,6,6,,,Mogor helped reopen the Dark Portal once. You know you're in trouble when you have to rely on an ogre.,,Minion,GVG_112,,True,
,True,,Muster for Battle,,Summon three 1/1 Silver Hand Recruits. Equip a 1/4 Weapon.,Mike Hayes,Rare,,3,,,,"""I'm bringing the guacamole!"" – One of the most successful (yet rare) Silver Hand rallying cries",,Spell,GVG_061,Paladin,,
['Battlecry'],True,,Neptulon,,<b>Battlecry:</b> Add 4 random Murlocs to your hand. <b>Overload: (3)</b>,Ruan Jia,Legendary,7,7,7,,,"Neptulon is ""The Tidehunter"". He’s one of the four elemental lords. And he and Ragnaros get together and make really amazing saunas.",,Minion,GVG_042,Shaman,True,
,True,,Ogre Brute,,50% chance to attack the wrong enemy.,Vinod Rams,Common,4,3,4,,,Ogres have really terrible short-term chocolate.,,Minion,GVG_065,,,
['Stealth'],True,,Ogre Ninja,,"<b>Stealth</b>
50% chance to attack the wrong enemy.",Samwise,Rare,6,5,6,,,"He didn't have the grades to get into ninja school, but his dad pulled some strings.",,Minion,GVG_088,Rogue,,
,True,,Ogre Warmaul,,50% chance to attack the wrong enemy.,Richard Wright,Common,4,3,,,,"Simple, misguided, and incredibly dangerous. You know, like most things ogre.",,Weapon,GVG_054,Warrior,,2
,True,Pirate,One-eyed Cheat,,"Whenever you summon a Pirate, gain <b>Stealth</b>.",Danny Beck,Rare,4,2,1,,,"When pirates say there is no ""Eye"" in ""team,"" they are very literal about it.",,Minion,GVG_025,Rogue,,
['Spellpower'],,,Overclocked,,Spell Damage +2.,,,,,,,,,,Enchantment,GVG_123e,Mage,,
['Deathrattle'],True,Mech,Piloted Shredder,,<b>Deathrattle:</b> Summon a random 2-Cost minion.,Dan Scott,Common,4,4,3,,,"Once upon a time, only goblins piloted shredders. These days, everyone from Doomsayer to Lorewalker Cho seems to ride one.",,Minion,GVG_096,,,
['Deathrattle'],True,Mech,Piloted Sky Golem,,<b>Deathrattle:</b> Summon a random 4-Cost minion.,Michael Phillippi,Epic,6,6,4,,,The pinnacle of goblin engineering. Includes an espresso machine and foot massager.,,Minion,GVG_105,,,
,,,Pistons,,Increased Attack.,,,,,,,,,,Enchantment,GVG_076a,,,
,,,Powered,,+2/+2.,,,,,,,,,,Enchantment,GVG_036e,Shaman,,
['Deathrattle'],True,,Powermace,,<b>Deathrattle</b>: Give a random friendly Mech +2/+2.,Zoltan and Gabor,Rare,3,3,,,,"People assume that shamans control the elements, but really, they have to ask them stuff and the elements are like, ""Yeah ok, sure.""",,Weapon,GVG_036,Shaman,,2
,True,Murloc,Puddlestomper,,,Jaemin Kim,Common,3,2,2,,,"He pays homage to Morgl, the great murloc oracle! (Who doesn't??)",,Minion,GVG_064,,,
,,,Pure,,Increased Stats.,,,,,,,,,,Enchantment,GVG_101e,Paladin,,
['Battlecry'],True,,Quartermaster,,<b>Battlecry:</b> Give your Silver Hand Recruits +2/+2.,Phroilan Gardner,Epic,2,5,5,,,His specialty? Dividing things into four pieces.,,Minion,GVG_060,Paladin,,
['Battlecry'],True,,Recombobulator,,<b>Battlecry:</b> Transform a friendly minion into a random minion with the same Cost.,Ben Olson,Epic,3,2,2,,,For when you didn’t combobulate quite right the first time around.,,Minion,GVG_108,,,
,True,,Recycle,,Shuffle an enemy minion into your opponent's deck.,Brandon Kitkouski,Rare,,6,,,,Druidic recycling involves putting plastics in one bin and enemy minions in another bin.,,Spell,GVG_031,Druid,,
,,,Repairs!,,+4 Health.,,,,,,,,,,Enchantment,GVG_069a,Priest,,
,,,Retribution,,Increased Attack,,,,,,,,,,Enchantment,GVG_063a,,,
,,,Reversing Switch,,Swap a minion's Attack and Health.,Nutthapon Petthai,,,1,,,,,,Spell,PART_006,,,
,,,Rusty Horn,,Give a minion <b>Taunt</b>.,Peerasak Senalai,,,1,,,,,,Spell,PART_003,,,
['Combo'],True,,Sabotage,,Destroy a random enemy minion. <b>Combo</b>: And your opponent's weapon.,Dave Allsop,Epic,,4,,,,Rogues can't stand it. They know you planned it! They are going to set you straight!,,Spell,GVG_047,Rogue,,
,True,Pirate,Salty Dog,,,Alex Horley Orlandelli,Common,7,5,4,,,"He's recently recovered from being a ""scurvy dog.""",,Minion,GVG_070,,,
['Battlecry'],True,,Scarlet Purifier,,<b>Battlecry</b>: Deal 2 damage to all minions with <b>Deathrattle</b>.,Anton Zemskov,Rare,4,3,3,,,"The Scarlet Crusade is doing market research to find out if the ""Mauve Crusade"" would be better received.",,Minion,GVG_101,Paladin,,
['Battlecry'],True,Mech,Screwjank Clunker,,<b>Battlecry</b>: Give a friendly Mech +2/+2.,Jesper Esjing,Rare,2,4,5,,,"If it breaks, just kick it a couple of times while yelling ""Durn thing!""",,Minion,GVG_055,Warrior,,
,,,Screwy Jank,,+2/+2.,,,,,,,,,,Enchantment,GVG_055e,Warrior,,
['ImmuneToSpellpower'],True,,Seal of Light,,Restore #4 Health to your hero and gain +2 Attack this turn.,Jason Chan,Common,,2,,,,The walrus of Light restores EIGHT Health.,,Spell,GVG_057,Paladin,,
['OneTurnEffect'],,,Seal of Light,,+2 Attack this turn.,,,,,,,,,,Enchantment,GVG_057a,,,
['Battlecry'],True,,Shadowbomber,,<b>Battlecry:</b> Deal 3 damage to each hero.,Matt Dixon,Epic,2,1,1,,,"Shadowbomber does her job, but she's kind of phoning it in at this point.",,Minion,GVG_009,Priest,,
,True,Mech,Shadowboxer,,"Whenever a character is healed, deal 1 damage to a random enemy.",Dan Scott,Rare,2,2,3,,,"Punching is its primary function. Also, its secondary function.",,Minion,GVG_072,Priest,,
,,,Shadowed,,Health was swapped.,,,,,,,,,,Enchantment,GVG_014a,Priest,,
['Divine Shield'],True,Mech,Shielded Minibot,,<b>Divine Shield</b>,Raymond Swanland,Common,2,2,2,,,He chooses to believe what he is programmed to believe!,,Minion,GVG_058,Paladin,,
['Battlecry'],True,,Shieldmaiden,,<b>Battlecry:</b> Gain 5 Armor.,Alex Horley Orlandelli,Rare,5,6,5,,,She has three shieldbearers in her party to supply her with back ups when she gets low on durability.,,Minion,GVG_053,Warrior,,
,True,,Ship's Cannon,,"Whenever you summon a Pirate, deal 2 damage to a random enemy.",Warren Mahy,Common,2,2,3,,,"If you hear someone yell, ""Cannonball!"" you're about to get wet. Or crushed.",,Minion,GVG_075,,,
['OneTurnEffect'],,,Shrink Ray,,-2 Attack this turn.,,,,,,,,,,Enchantment,GVG_011a,,,
['Battlecry'],True,,Shrinkmeister,,<b>Battlecry:</b> Give a minion -2 Attack this turn.,Jim Nelson,Common,3,2,2,,,"After the debacle of the Gnomish World Enlarger, gnomes are wary of size-changing inventions.",,Minion,GVG_011,Priest,,
,True,Mech,Siege Engine,,"Whenever you gain Armor, give this minion +1 Attack.",Zero Yue,Rare,5,5,5,,,Wintergrasp Keep's only weakness!,,Minion,GVG_086,Warrior,,
,True,Murloc,Siltfin Spiritwalker,,"Whenever another friendly Murloc dies, draw a card. <b>Overload</b>: (1)",Clint Langley,Epic,2,4,5,,,"The elements respond to anyone who calls them for a worthy cause, even if you call them by yelling, ""MRGHRGLGLGL!""",,Minion,GVG_040,Shaman,,
