mechanics,collectible,race,name,faction,text,artist,rarity,attack,cost,health,howToGetGold,inPlayText,flavor,howToGet,type,id,playerClass,elite,durability
['OneTurnEffect'],,,Bloodlust,,+3 Attack this turn.,,,,,,,,,,Enchantment,CS2_046e,Shaman,,
,True,,Bloodlust,Neutral,Give your minions +3 Attack this turn.,Luca Zontini,Common,,5,,Unlocked at Level 40.,,blaarghghLLGHRHARAAHAHHH!!,Unlocked at Level 2.,Spell,CS2_046,Shaman,,
['Charge'],True,Murloc,Bluegill Warrior,Neutral,<b>Charge</b>,Jakub Kasper,Common,2,2,1,Unlocked at Paladin Level 53.,,He just wants a hug.   A sloppy... slimy... hug.,,Minion,CS2_173,,,
,,Beast,Boar,Neutral,,,Common,1,1,1,,,,,Minion,CS2_boar,,,
['Taunt'],True,,Booty Bay Bodyguard,Horde,<b>Taunt</b>,Matt Cavotta,Common,5,5,4,Unlocked at Shaman Level 55.,,You can hire him... until someone offers him enough gold to turn on you.,,Minion,CS2_187,,,
,True,,Boulderfist Ogre,,,Brian Despain,Free,6,6,7,Unlocked at Warlock Level 51.,,"""ME HAVE GOOD STATS FOR THE COST""",,Minion,CS2_200,,,
,True,,Charge,Neutral,Give a friendly minion +2 Attack and <b>Charge</b>.,Alex Horley Orlandelli,Free,,3,,Unlocked at Level 23.,,"""Guys! Guys! Slow down!"" - some kind of non-warrior minion",Unlocked at Level 1.,Spell,CS2_103,Warrior,,
,,,Charge,,This minion has <b>Charge</b>.,,,,,,,,,,Enchantment,EX1_084e,Warrior,,
,,,Charge,,Tundra Rhino grants <b>Charge</b>.,,,,,,,,,,Enchantment,DS1_178e,Hunter,,
,,,Charge,,+2 Attack and <b>Charge</b>.,,,,,,,,,,Enchantment,CS2_103e2,Warrior,,
,True,,Chillwind Yeti,Neutral,,Mauro Cascioli,Common,4,4,5,Unlocked at Warrior Level 55.,,"He always dreamed of coming down from the mountains and opening a noodle shop, but he never got the nerve.",,Minion,CS2_182,,,
['OneTurnEffect'],,,Claw,,+2 Attack this turn.,,,,,,,,,,Enchantment,CS2_005o,Druid,,
,True,,Claw,Neutral,Give your hero +2 Attack this turn and 2 Armor.,Dany Orizio,Free,,1,,Unlocked at Level 32.,,The claw decides who will stay and who will go.,Unlocked at Level 1.,Spell,CS2_005,Druid,,
['OneTurnEffect'],,,Claws,,Your hero has +1 Attack this turn.,,,,,,,,,,Enchantment,CS2_017o,Druid,,
,True,,Cleave,Neutral,Deal $2 damage to two random enemy minions.,Phroilan Gardner,Common,,2,,Unlocked at Level 40.,,Hey you two…could you stand next to each other for a second…,Unlocked at Level 2.,Spell,CS2_114,Warrior,,
,,,Cleric's Blessing,,+1/+1.,,,,,,,,,,Enchantment,EX1_019e,Priest,,
,,,Coin's Vengeance,,Going second makes your first minion stronger.,,,,,,,,,,Enchantment,GAME_003,,,
,,,Coin's Vengence,,Going second makes your first minion stronger.,,,,,,,,,,Enchantment,GAME_003e,,,
,True,,Consecration,Neutral,Deal $2 damage to all enemies.,Vance Kovacs,Common,,4,,Unlocked at Level 43.,,"Consecrated ground glows with Holy energy.  But it smells a little, too.",Unlocked at Level 4.,Spell,CS2_093,Paladin,,
,True,Beast,Core Hound,,,E.M. Gist,Common,9,7,5,Unlocked at Hunter Level 51.,,You don’t tame a Core Hound. You just train it to eat someone else before it eats you.,,Minion,CS2_201,,,
,True,,Corruption,Neutral,"Choose an enemy minion. At the start of your turn, destroy it.",Wayne Reynolds,Common,,1,,Unlocked at Level 32.,,"It starts with stealing a pen from work, and before you know it, BOOM!  Corrupted!",Unlocked at Level 2.,Spell,CS2_063,Warlock,,
,,,Corruption,,"At the start of the corrupting player's turn, destroy this minion.",,,,,,,,,,Enchantment,CS2_063e,Warlock,,
,,,Dagger Mastery,Neutral,"<b>Hero Power</b>
Equip a 1/2 Dagger.",,Free,,2,,,,,,Hero Power,CS2_083b,Rogue,,
['Spellpower'],True,,Dalaran Mage,Neutral,<b>Spell Damage +1</b>,Jim Nelson,Common,1,3,4,Unlocked at Mage Level 59.,,You don't see a lot of Dalaran warriors.,,Minion,EX1_582,,,
['Battlecry'],True,,Darkscale Healer,Neutral,<b>Battlecry:</b> Restore 2 Health to all friendly characters.,Jesper Ejsing,Common,4,5,5,Unlocked at Priest Level 55.,,Healing is just something she does in her free time.  It's more of a hobby really.,,Minion,DS1_055,,,
,,,Deadly Poison,,+2 Attack.,,,,,,,,,,Enchantment,CS2_074e,,,
,True,,Deadly Poison,Neutral,Give your weapon +2 Attack.,Trevor Jacobs,Free,,1,,Unlocked at Level 43.,,"Rogues guard the secrets to poison-making carefully, lest magi start incorporating poison into their spells.  Poisonbolt? Rain of Poison?  Poison Elemental?  Nobody wants that.",Unlocked at Level 1.,Spell,CS2_074,Rogue,,
,,,Divine Spirit,,This minion has double Health.,,,,,,,,,,Enchantment,CS2_236e,Priest,,
,True,,Divine Spirit,,Double a minion's Health.,Jim Pavelec,Common,,2,,Unlocked at Level 28.,,Double the trouble. Double the fun!,Unlocked at Level 2.,Spell,CS2_236,Priest,,
['Battlecry'],True,,Dragonling Mechanic,Alliance,<b>Battlecry:</b> Summon a 2/1 Mechanical Dragonling.,Warren Mahy,Common,2,4,4,Unlocked at Mage Level 53.,,She is still working on installing the rocket launcher add-on for Mr. Bitey.,,Minion,EX1_025,,,
,True,,Drain Life,Neutral,Deal $2 damage. Restore #2 Health to your hero.,Alex Horley Orlandelli,Free,,3,,Unlocked at Level 45.,,"""I've just sucked one year of your life away.""",Unlocked at Level 1.,Spell,CS2_061,Warlock,,
['Battlecry'],True,Demon,Dread Infernal,Neutral,<b>Battlecry:</b> Deal 1 damage to ALL other characters.,Zoltan & Gabor,Common,6,6,6,Unlocked at Level 23.,,"""INFERNOOOOOOOOOO!"" - Jaraxxus, Eredar Lord of the Burning Legion",Unlocked at Level 10.,Minion,CS2_064,Warlock,,
['Battlecry'],True,,Elven Archer,Horde,<b>Battlecry:</b> Deal 1 damage.,Steve Prescott,Common,1,1,1,Unlocked at Druid Level 57.,,Don't bother asking her out on a date.  She'll shoot you down.,,Minion,CS2_189,,,
,,,Enhanced,,Raid Leader is granting this minion +1 Attack.,,,,,,,,,,Enchantment,CS2_122e,,,
,,,Excess Mana,,Draw a card. <i>(You can only have 10 Mana in your tray.)</i>,,,,0,,,,,,Spell,CS2_013t,Druid,,
,True,,Execute,Neutral,Destroy a damaged enemy minion.,Dany Orizio,Free,,1,,Unlocked at Level 47.,,"It's okay, he deserved it.",Unlocked at Level 1.,Spell,CS2_108,Warrior,,
,,,Eye In The Sky,,Leokk is granting this minion +1 Attack.,,,,,,,,,,Enchantment,NEW1_033o,Hunter,,
,True,,Fan of Knives,Neutral,Deal $1 damage to all enemy minions. Draw a card.,Andrew Robinson,Common,,3,,Unlocked at Level 29.,,"I wouldn't say I LOVE knives, but I'm definitely a fan.",Unlocked at Level 4.,Spell,EX1_129,Rogue,,
,True,,Fiery War Axe,Neutral,,Lucas Graciano,Free,3,2,,Unlocked at Level 49.,,"During times of tranquility and harmony, this weapon was called by its less popular name, Chilly Peace Axe.",Unlocked at Level 1.,Weapon,CS2_106,Warrior,,2
['Battlecry'],True,,Fire Elemental,Neutral,<b>Battlecry:</b> Deal 3 damage.,Ralph Horsley,Common,6,6,5,Unlocked at Level 49.,,He can never take a bath. Ewww.,Unlocked at Level 10.,Minion,CS2_042,Shaman,,
,True,,Fireball,Neutral,Deal $6 damage.,Ralph Horsley,Free,,4,,Unlocked at Level 44.,,"This spell is useful for burning things.  If you're looking for spells that toast things, or just warm them a little, you're in the wrong place.",Unlocked at Level 1.,Spell,CS2_029,Mage,,
,,,Fireblast,Neutral,"<b>Hero Power</b>
Deal 1 damage.",,Free,,2,,,,,,Hero Power,CS2_034,Mage,,
,True,,Flamestrike,Neutral,Deal $4 damage to all enemy minions.,Romain De Santi,Common,,7,,Unlocked at Level 51.,,"When the ground is on fire, you should <i>not</i> stop, drop, and roll.",Unlocked at Level 10.,Spell,CS2_032,Mage,,
,,,Flametongue,,+2 Attack from Flametongue Totem.,,,,,,,,,,Enchantment,EX1_565o,Shaman,,
"['AdjacentBuff', 'Aura']",True,Totem,Flametongue Totem,Neutral,Adjacent minions have +2 Attack.,Jonathan Ryder,Common,0,2,3,Unlocked at Level 43.,Flametongue,Totemsmiths like to use the rarest woods for their totems.  There are even rumors of totems made of Ironbark Protectors.,Unlocked at Level 4.,Minion,EX1_565,Shaman,,
['Taunt'],,Beast,Frog,Neutral,<b>Taunt</b>,,Common,0,0,1,,,,,Minion,hexfrog,,,
['Freeze'],True,,Frost Nova,Neutral,<b>Freeze</b> all enemy minions.,Josh Tallman,Common,,3,,Unlocked at Level 23.,,"Hey man, that's cold.  Literally and metaphorically.",Unlocked at Level 6.,Spell,CS2_026,Mage,,
['Freeze'],True,,Frost Shock,Neutral,Deal $1 damage to an enemy character and <b>Freeze</b> it.,Alex Horley Orlandelli,Free,,1,,Unlocked at Level 32.,,FROST SHOCK!,Unlocked at Level 1.,Spell,CS2_037,Shaman,,
['Freeze'],True,,Frostbolt,Neutral,Deal $3 damage to a character and <b>Freeze</b> it.,Steve Ellis,Common,,2,,Unlocked at Level 40.,,"It is customary to yell ""Chill out!"" or ""Freeze!"" or ""Ice ice, baby!"" when you play this card.",Unlocked at Level 2.,Spell,CS2_024,Mage,,
,,,Frostwolf Banner,,Increased stats.,,,,,,,,,,Enchantment,CS2_226e,,,
['Taunt'],True,,Frostwolf Grunt,Neutral,<b>Taunt</b>,Richie Marella,Common,2,2,2,Unlocked at Shaman Level 57.,,Grunting is what his father did and his father before that.   It's more than just a job.,,Minion,CS2_121,,,
['Battlecry'],True,,Frostwolf Warlord,Horde,<b>Battlecry:</b> Gain +1/+1 for each other friendly minion on the battlefield.,James Ryman,Common,4,5,4,Unlocked at Shaman Level 53.,Warlord,The Frostwolves are locked in combat with the Stormpike Expedition over control of Alterac Valley.  Every attempt at peace-talks has ended with Captain Galvangar killing the mediator.,,Minion,CS2_226,,,
,,,Furious Howl,,This Beast has +1 Attack from Timber Wolf.,,,,,,,,,,Enchantment,DS1_175o,Hunter,,
,True,,Garrosh Hellscream,Neutral,,,Free,,,30,,,,,Hero,HERO_01,Warrior,,
['Battlecry'],True,,Gnomish Inventor,Alliance,<b>Battlecry:</b> Draw a card.,Court Jones,Common,2,4,4,Unlocked at Priest Level 57.,,"She's never quite sure what she's making, she just knows it's AWESOME!",,Minion,CS2_147,,,
['Taunt'],True,,Goldshire Footman,Alliance,<b>Taunt</b>,Donato Giancola,Common,1,1,2,Unlocked at Paladin Level 57.,,"If 1/2 minions are all that is defending Goldshire, you would think it would have been overrun years ago.",,Minion,CS1_042,,,
['Aura'],True,Murloc,Grimscale Oracle,Neutral,ALL other Murlocs have +1 Attack.,Phil Saunders,Common,1,1,1,Unlocked at Warlock Level 53.,Argalagblbl,These are the brainy murlocs.  It turns out that doesn’t mean much.,,Minion,EX1_508,,,
['Battlecry'],True,,Guardian of Kings,Neutral,<b>Battlecry:</b> Restore 6 Health to your hero.,E.M. Gist,Common,5,7,6,Unlocked at Level 47.,,Holy beings from the beyond are so cliché!,Unlocked at Level 8.,Minion,CS2_088,Paladin,,
,True,,Gul'dan,Neutral,,,Free,,,30,,,,,Hero,HERO_07,Warlock,,
,True,,Gurubashi Berserker,Neutral,"Whenever this minion takes damage, gain +3 Attack.",Alex Horley Orlandelli,Common,2,5,7,Unlocked at Warlock Level 57.,,"No Pain, No Gain.",,Minion,EX1_399,,,
,True,,Hammer of Wrath,Neutral,"Deal $3 damage.
Draw a card.",Efrem Palacios,Free,,4,,Unlocked at Level 32.,,"A good paladin has many tools.  Hammer of Wrath, Pliers of Vengeance, Hacksaw of Justice, etc.",Unlocked at Level 1.,Spell,CS2_094,Paladin,,
,True,,Hand of Protection,Neutral,Give a minion <b>Divine Shield</b>.,Clint Langley,Free,,1,,Unlocked at Level 23.,,"This spell has been renamed so many times, even paladins don’t know what it should be called anymore.",Unlocked at Level 1.,Spell,EX1_371,Paladin,,
,,Totem,Healing Totem,,"At the end of your turn, restore 1 Health to all friendly minions.",,Free,0,1,2,,,,,Minion,NEW1_009,Shaman,,
,True,,Healing Touch,Neutral,Restore #8 Health.,Cyril Van Der Haegen,Free,,3,,Unlocked at Level 15.,,"8 Health, no waiting.",Unlocked at Level 1.,Spell,CS2_007,Druid,,
,True,,Hellfire,Neutral,Deal $3 damage to ALL characters.,Chippy,Free,,4,,Unlocked at Level 49.,,It's spells like these that make it hard for Warlocks to get decent help.,Unlocked at Level 1.,Spell,CS2_062,Warlock,,
['OneTurnEffect'],,,Heroic Strike,,+4 Attack this turn.,,,,,,,,,,Enchantment,CS2_105e,Warrior,,
,True,,Heroic Strike,Neutral,Give your hero +4 Attack this turn.,Jonboy Meyers,Free,,2,,Unlocked at Level 15.,,"Really, if you're a hero, this is <i>every</i> strike.",Unlocked at Level 1.,Spell,CS2_105,Warrior,,
,True,,Hex,Neutral,Transform a minion into a 0/1 Frog with <b>Taunt</b>.,Steve Hui,Free,,3,,Unlocked at Level 47.,,"If you Hex a Murloc... it really isn't much of a change, is it?",Unlocked at Level 1.,Spell,EX1_246,Shaman,,
['Morph'],,,Hexxed,,This minion has been transformed!,,,,,,,,,,Enchantment,EX1_246e,Shaman,,
,True,,Holy Light,Neutral,Restore #6 Health.,Zoltan & Gabor,Free,,2,,Unlocked at Level 15.,,"If you are often bathed in Holy Light, you should consider wearing sunscreen.",Unlocked at Level 1.,Spell,CS2_089,Paladin,,
,True,,Holy Nova,Neutral,Deal $2 damage to all enemies. Restore #2 Health to all friendly characters.,Luca Zontini,Common,,5,,Unlocked at Level 45.,,"If the Holy Light forsakes you, good luck casting this spell.  Also, you're probably a jerk.",Unlocked at Level 6.,Spell,CS1_112,Priest,,
,True,,Holy Smite,Neutral,Deal $2 damage.,Steve Ellis,Free,,1,,Unlocked at Level 23.,,It doesn't matter how pious you are.  Everyone needs a good smiting now and again.,Unlocked at Level 1.,Spell,CS1_130,Priest,,
['Battlecry'],True,,Houndmaster,Neutral,<b>Battlecry:</b> Give a friendly Beast +2/+2 and <b>Taunt</b>.,Dan Brereton,Free,4,4,3,Unlocked at Level 28.,Beastmaster,"""Who let the dogs out?"" he asks.  It's rhetorical.",Unlocked at Level 1.,Minion,DS1_070,Hunter,,
['Charge'],,Beast,Huffer,,<b>Charge</b>,,Common,4,3,2,,,,,Minion,NEW1_034,Hunter,,
,,,Humility,Neutral,Attack has been changed to 1.,,,,,,,,,,Enchantment,EX1_360e,Paladin,,
,True,,Humility,Neutral,Change a minion's Attack to 1.,Daren Bader,Common,,1,,Unlocked at Level 28.,,"This card makes something really damp.  Oh wait.  That's ""Humidity.""",Unlocked at Level 6.,Spell,EX1_360,Paladin,,
,,,Hunter's Mark,,This minion has 1 Health.,,,,,,,,,,Enchantment,CS2_084e,Hunter,,
,True,,Hunter's Mark,Neutral,Change a minion's Health to 1.,Jimmy Lo,Common,,0,,Unlocked at Level 40.,,Never play 'Hide and Go Seek' with a Hunter.,Unlocked at Level 6.,Spell,CS2_084,Hunter,,
,True,,Innervate,Neutral,Gain 2 Mana Crystals this turn only.,Doug Alexander,Free,,0,,Unlocked at Level 36.,,"Some druids still have flashbacks from strangers yelling ""Innervate me!!"" at them.",Unlocked at Level 1.,Spell,EX1_169,Druid,,
['Taunt'],True,,Ironbark Protector,Neutral,<b>Taunt</b>,Dave Allsop,Common,8,8,8,Unlocked at Level 49.,,I <i>dare</i> you to attack Darnassus.,Unlocked at Level 10.,Minion,CS2_232,Druid,,
['Battlecry'],True,,Ironforge Rifleman,Alliance,<b>Battlecry:</b> Deal 1 damage.,Tooth,Common,2,3,2,Unlocked at Mage Level 55.,,"""Ready! Aim! Drink!""",,Minion,CS2_141,,,
['Taunt'],True,Beast,Ironfur Grizzly,Neutral,<b>Taunt</b>,Lars Grant-West,Common,3,3,3,Unlocked at Hunter Level 59.,,"""Bear Carcass 1/10""",,Minion,CS2_125,,,
,True,,Jaina Proudmoore,Neutral,,,Free,,,30,,,,,Hero,HERO_08,Mage,,
,True,,Kill Command,Neutral,"Deal $3 damage. If you have a Beast, deal $5 damage instead.",Gabe from Penny Arcade,Common,,3,,Unlocked at Level 49.,,"""Kill!"", he commanded.",Unlocked at Level 10.,Spell,EX1_539,Hunter,,
['Spellpower'],True,,Kobold Geomancer,Horde,<b>Spell Damage +1</b>,Gabor Szikszai,Common,2,2,2,Unlocked at Warlock Level 59.,,"In the old days, Kobolds were the finest candle merchants in the land. Then they got pushed too far...",,Minion,CS2_142,,,
['Charge'],True,,Kor'kron Elite,,<b>Charge</b>,Alex Horley Orlandelli,Common,4,4,3,Unlocked at Level 44.,,The Kor'kron are the elite forces of Garrosh Hellscream. Let's just say you don't want to run into these guys while wearing a blue tabard.,Unlocked at Level 4.,Minion,NEW1_011,Warrior,,
,,Beast,Leokk,,Other friendly minions have +1 Attack.,,Common,2,3,4,,,,,Minion,NEW1_033,Hunter,,
,,,Lesser Heal,Neutral,"<b>Hero Power</b>
Restore 2 Health.",,Free,,2,,,,,,Hero Power,CS1h_001,Priest,,
,,,Life Tap,Neutral,"<b>Hero Power</b>
Draw a card and take 2 damage.",,Free,,2,,,,,,Hero Power,CS2_056,Warlock,,
,True,,Light's Justice,Neutral,,Glenn Rane,Free,1,1,,Unlocked at Level 36.,,Prince Malchezaar was a collector of rare weapons. He'd animate them and have them dance for him.,Unlocked at Level 1.,Weapon,CS2_091,Paladin,,4
['Taunt'],True,,Lord of the Arena,Alliance,<b>Taunt</b>,E.M. Gist,Common,6,6,5,Unlocked at Priest Level 59.,,"He used to be a 2100+ rated arena player, but that was years ago and nobody can get him to shut up about it.",,Minion,CS2_162,,,
,,,Luck of the Coin,,Going second grants you increased Health.,,,,,,,,,,Enchantment,GAME_001,,,
,True,,Magma Rager,,,Matt Gaser,Free,5,3,1,Unlocked at Shaman Level 51.,,"He likes to think he is powerful, but pretty much anyone can solo Molten Core now.",,Minion,CS2_118,,,
,True,,Malfurion Stormrage,Neutral,,,Free,,,30,,,,,Hero,HERO_06,Druid,,
,True,,Mark of the Wild,Neutral,Give a minion <b>Taunt</b> and +2/+2.<i> (+2 Attack/+2 Health)</i>,Brad Vancata,Free,,2,,Unlocked at Level 28.,,Not to be confused with Jim of the Wild.,Unlocked at Level 1.,Spell,CS2_009,Druid,,
,,,Mark of the Wild,,This minion has +2/+2 and <b>Taunt</b>.,,,,,,,,,,Enchantment,CS2_009e,Druid,,
,,,Master's Presence,,+2/+2 and <b>Taunt</b>.,,,,,,,,,,Enchantment,DS1_070o,Hunter,,
,,Mech,Mechanical Dragonling,Neutral,,,Common,2,1,1,,,,,Minion,EX1_025t,,,
,,,Might of Stormwind,,Has +1/+1.,,,,,,,,,,Enchantment,CS2_222o,,,
,True,,Mind Blast,Neutral,Deal $5 damage to the enemy hero.,Dave Allsop,Free,,2,,Unlocked at Level 15.,,This spell blasts you directly in the MIND.,Unlocked at Level 1.,Spell,DS1_233,Priest,,
,True,,Mind Control,Neutral,Take control of an enemy minion.,Sean O’Daniels,Common,,10,,Unlocked at Level 49.,,"Nominated as ""Spell Most Likely to Make Your Opponent Punch the Wall.""",Unlocked at Level 10.,Spell,CS1_113,Priest,,
,,,Mind Control,Neutral,This minion has switched controllers.,,Common,,,,,,,,Enchantment,CS1_113e,Priest,,
,True,,Mind Vision,Neutral,Put a copy of a random card in your opponent's hand into your hand.,Michael Komarck,Common,,1,,Unlocked at Level 32.,,I see what you did there.,Unlocked at Level 4.,Spell,CS2_003,Priest,,
['Taunt'],,,Mirror Image,Neutral,<b>Taunt</b>,,Common,0,0,2,,,,,Minion,CS2_mirror,Mage,,
,True,,Mirror Image,Neutral,Summon two 0/2 minions with <b>Taunt</b>.,Jim Nelson,Common,,1,,Unlocked at Level 36.,,Oh hey it's Mirror Image! !egamI rorriM s'ti yeh hO,Unlocked at Level 4.,Spell,CS2_027,Mage,,
['Taunt'],,Beast,Misha,,<b>Taunt</b>,,Common,4,3,4,,,,,Minion,NEW1_032,Hunter,,
,,,Mlarggragllabl!,,This Murloc has +1 Attack.,,,,,,,,,,Enchantment,EX1_508o,,,
,True,,Moonfire,Neutral,Deal $1 damage.,Richard Wright,Common,,0,,Unlocked at Level 40.,,"""Cast Moonfire, and never stop."" - How to Be a Druid, Chapter 5, Section 3",Unlocked at Level 6.,Spell,CS2_008,Druid,,
,True,,Mortal Coil,Neutral,"Deal $1 damage to a minion. If that kills it, draw a card.",Matt Gaser,Common,,1,,Unlocked at Level 43.,,"If your spells look like horrifying skulls, let's be honest, you should get to draw some cards.",Unlocked at Level 4.,Spell,EX1_302,Warlock,,
,True,,Multi-Shot,Neutral,Deal $3 damage to two random enemy minions.,Benjamin Zhang,Free,,4,,Unlocked at Level 36.,,"You see, it's all about <i>throughput</i>.",Unlocked at Level 1.,Spell,DS1_183,Hunter,,
,True,Murloc,Murloc Raider,Alliance,,Dan Scott,Free,2,1,1,Unlocked at Priest Level 51.,,"Mrrraggglhlhghghlgh, mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl!!",,Minion,CS2_168,,,
,,Murloc,Murloc Scout,Neutral,,,Common,1,0,1,,,,,Minion,EX1_506a,,,
['Battlecry'],True,Murloc,Murloc Tidehunter,Neutral,<b>Battlecry:</b> Summon a 1/1 Murloc Scout.,Dan Scott,Common,2,2,1,Unlocked at Rogue Level 53.,,"""Death will rise, from the tides!""",,Minion,EX1_506,,,
,,,NOOOOOOOOOOOO,,"Somehow, the card you USED to have has been deleted.  Here, have this one instead!",,,,2,,,,Even your flavor text has been deleted. Dang.,,Spell,GAME_006,,,
['Battlecry'],True,,Nightblade,Neutral,<b>Battlecry: </b>Deal 3 damage to the enemy hero.,Raymond Swanland,Free,4,5,4,Unlocked at Druid Level 53.,,"Your face is the place you'd probably least like a dagger, and where rogues are most likely to deliver them.",,Minion,EX1_593,,,
['HealTarget'],True,,Northshire Cleric,,"Whenever a minion is healed, draw a card.",Terese Nielsen,Free,1,1,3,Unlocked at Level 40.,,They help the downtrodden and distressed.  Also they sell cookies.,Unlocked at Level 1.,Minion,CS2_235,Priest,,
['Battlecry'],True,,Novice Engineer,Alliance,<b>Battlecry:</b> Draw a card.,Karl Richardson,Free,1,2,1,Unlocked at Druid Level 59.,,"""Half of this class will not graduate… since they'll have been turned to chickens."" - Tinkmaster Overspark, teaching Gizmos 101.",,Minion,EX1_015,,,
,True,Beast,Oasis Snapjaw,,,Ittoku,Free,2,4,7,Unlocked at Druid Level 51.,,His dreams of flying and breathing fire like his idol will never be realized.,,Minion,CS2_119,,,
['Spellpower'],True,,Ogre Magi,Neutral,<b>Spell Damage +1</b>,James Ryman,Common,4,4,4,Unlocked at Warlock Level 55.,,Training Ogres in the art of spellcasting is a questionable decision.,,Minion,CS2_197,,,
['Morph'],,,Polymorph,Neutral,This minion has been transformed into a 1/1 Sheep.,,Common,,,,,,,,Enchantment,CS2_022e,Mage,,
