mechanics,collectible,race,name,faction,text,artist,rarity,attack,cost,health,howToGetGold,inPlayText,flavor,howToGet,type,id,playerClass,elite,durability
,,,Instructor Razuvious,,,,,,,40,,,,,Hero,NAX7_01,,,
,,,Interloper!,,,,,,,,,,,,Enchantment,NAX15_01He,,,
,,,Interloper!,,,,,,,,,,,,Enchantment,NAX15_01e,,,
,,,Jaws,,"Whenever a minion with <b>Deathrattle</b> dies, gain +2 Attack.",,,1,1,,,,,,Weapon,NAX12_03,,,5
,,,Jaws,,"Whenever a minion with <b>Deathrattle</b> dies, gain +2 Attack.",,,3,1,,,,,,Weapon,NAX12_03H,,,5
,,,Kel'Thuzad,,,,,,,45,,,,,Hero,NAX15_01H,,,
,,,Kel'Thuzad,,,,,,,30,,,,,Hero,NAX15_01,,,
,True,,Kel'Thuzad,,"At the end of each turn, summon all friendly minions that died this turn.",Chris Robinson,Legendary,6,8,8,Can be crafted after defeating every boss in Naxxramas!,,Kel'Thuzad could not resist the call of the Lich King.   Even when it's just a robo-call extolling the Lich King's virtues.,Unlocked by defeating every boss in Naxxramas!,Minion,FP1_013,,True,
,,,Lady Blaumeux,,Your hero is <b>Immune</b>.,,,2,3,7,,,,,Minion,NAX9_02H,,True,
,,,Lady Blaumeux,,Your hero is <b>Immune</b>.,,,1,3,7,,,,,Minion,NAX9_02,,True,
,,,Loatheb,,,,,,,99,,,,,Hero,NAX6_01H,,,
,,,Loatheb,,,,,,,75,,,,,Hero,NAX6_01,,,
['Battlecry'],True,,Loatheb,,<b>Battlecry:</b> Enemy spells cost (5) more next turn.,Samwise,Legendary,5,5,5,Can be crafted after completing the Plague Quarter.,,Loatheb used to be a simple Bog Beast.  This is why we need stricter regulations on mining and agriculture.,Unlocked by completing the Plague Quarter.,Minion,FP1_030,,True,
,,,Locust Swarm,,Deal $3 damage to all enemy minions. Restore #3 Health to your hero.,,,,7,,,,,,Spell,NAX1_05,,,
['Deathrattle'],True,,Mad Scientist,,<b>Deathrattle:</b> Put a <b>Secret</b> from your deck into the battlefield.,James Ryman,Common,2,2,2,Can be crafted after defeating Grobbulus in the Construct Quarter.,,"His mother wanted him to be a mage or a warlock, but noooooooo, he had to go and be a scientist like his father.",Unlocked by defeating Grobbulus in the Construct Quarter.,Minion,FP1_004,,,
,,,Maexxna,,,,,,,45,,,,,Hero,NAX3_01H,,,
['Poisonous'],True,Beast,Maexxna,,Destroy any minion damaged by this minion.,Howard Lyon,Legendary,2,6,8,Can be crafted after completing the Arachnid Quarter.,,"Maexxna gets super mad when people introduce her as ""Maxina"" or ""Maxxy"".",Unlocked by completing the Arachnid Quarter.,Minion,FP1_010,,True,
,,,Maexxna,,,,,,,30,,,,,Hero,NAX3_01,,,
,,,Mark of the Horsemen,,+1/+1.,,,,,,,,,,Enchantment,NAX9_07e,,,
,,,Mark of the Horsemen,,Give your minions and your weapon +1/+1.,,,,5,,,,,,Spell,NAX9_07,,,
,,,Massive Runeblade,,Deals double damage to heroes.,,,10,3,,,,,,Weapon,NAX7_04H,,,2
,,,Massive Runeblade,,Deals double damage to heroes.,,,5,3,,,,,,Weapon,NAX7_04,,,2
,,,Mind Control Crystal,,Activate the Crystal to control the Understudies!,,,,1,,,,,,Spell,NAX7_05,,,
,,,Mindpocalypse,,Both players draw 2 cards and gain a Mana Crystal.,,,,2,,,,,,Spell,NAX5_03,,,
,,Beast,Mr. Bigglesworth,,<i>This is Kel'Thuzad's kitty.</i>,,Legendary,1,0,1,,,,,Minion,NAX15_05,,True,
,,,Mutating Injection,,Give a minion +4/+4 and <b>Taunt</b>.,,,,3,,,,,,Spell,NAX11_04,,,
,,,Mutating Injection,,+4/+4 and <b>Taunt</b>.,,,,,,,,,,Enchantment,NAX11_04e,,,
['Deathrattle'],,,Necroknight,,<b>Deathrattle:</b> Destroy the minions next to this one as well.,,,5,4,6,,,,,Minion,NAXM_001,,,
,,,Necrotic Aura,,"<b>Hero Power</b>
Deal 3 damage to the enemy hero.",,,,2,,,,,,Hero Power,NAX6_02,,,
,,,Necrotic Aura,,"<b>Hero Power</b>
Deal 3 damage to the enemy hero.",,,,0,,,,,,Hero Power,NAX6_02H,,,
,,,Necrotic Aura,,Your spells cost (5) more this turn.,,,,,,,,,,Enchantment,FP1_030e,,,
,,,Necrotic Poison,,Destroy a minion.,,,,2,,,,,,Spell,NAX3_03,,,
['Aura'],True,,Nerub'ar Weblord,,Minions with <b>Battlecry</b> cost (2) more.,Alex Horley Orlandelli,Common,1,2,4,Can be crafted after defeating Grand Widow Faerlina in the Arachnid Quarter.,,Weblords spend all day making giant trampoline parks.,Unlocked by defeating Grand Widow Faerlina in the Arachnid Quarter.,Minion,FP1_017,,,
,,,Nerubian,,,,,4,2,4,,,,,Minion,NAX1h_03,,,
,,,Nerubian,,,,,3,2,1,,,,,Minion,NAX1_03,,,
,,,Nerubian,,,,Rare,4,3,4,,,,,Minion,FP1_007t,,,
['Deathrattle'],True,,Nerubian Egg,,<b>Deathrattle:</b> Summon a 4/4 Nerubian.,Justin Thavirat,Rare,0,2,2,Can be crafted after defeating Maexxna in the Arachnid Quarter.,,Eggs are a good source of protein and Nerubians.,Unlocked by defeating Maexxna in the Arachnid Quarter.,Minion,FP1_007,,,
,,,Noth the Plaguebringer,,,,,,,30,,,,,Hero,NAX4_01,Mage,,
,,,Noth the Plaguebringer,,,,,,,45,,,,,Hero,NAX4_01H,Mage,,
,,,Patchwerk,,,,,,,30,,,,,Hero,NAX10_01,,,
,,,Patchwerk,,,,,,,45,,,,,Hero,NAX10_01H,,,
,,,Plague,,Destroy all non-Skeleton minions.,,,,6,,,,,,Spell,NAX4_05,,,
,,,Poison Cloud,,"<b>Hero Power</b>
Deal 1 damage to all minions. If any die, summon a slime.",,,,2,,,,,,Hero Power,NAX11_02,,,
,,,Poison Cloud,,"<b>Hero Power</b>
Deal 2 damage to all enemies. If any die, summon a slime.",,,,0,,,,,,Hero Power,NAX11_02H,,,
,True,,Poison Seeds,,Destroy all minions and summon 2/2 Treants to replace them.,Brian Despain,Common,,4,,Can be crafted after completing the Druid Class Challenge in Naxxramas.,,"""Poisonseed Bagel"" is the least popular bagel at McTiggin's Druidic Bagel Emporium.",Unlocked by completing the Druid Class Challenge in Naxxramas.,Spell,FP1_019,Druid,,
,,,Polarity,,Attack and Health swapped.,,,,,,,,,,Enchantment,NAX13_02e,,,
,,,Polarity Shift,,"<b>Hero Power</b>
Swap the Attack and Health of all minions.",,,,0,,,,,,Hero Power,NAX13_02,,,
,,,Power of the Ziggurat,,+3 Health.,,,,,,,,,,Enchantment,FP1_023e,Priest,,
['Freeze'],,,Pure Cold,,"Deal $8 damage to the enemy hero, and <b>Freeze</b> it.",,,,5,,,,,,Spell,NAX14_04,,,
['ImmuneToSpellpower'],,,Rain of Fire,,"<b>Hero Power</b>
Fire a missile for each card in your opponent's hand.",,,,2,,,,,,Hero Power,NAX2_03,,,
['ImmuneToSpellpower'],,,Rain of Fire,,"<b>Hero Power</b>
Fire a missile for each card in your opponent's hand.",,,,1,,,,,,Hero Power,NAX2_03H,,,
,,,Raise Dead,,"<b>Passive Hero Power</b>
Whenever an enemy dies, raise a 1/1 Skeleton.",,,,0,,,,,,Hero Power,NAX4_04,,,
,,,Raise Dead,,"<b>Passive Hero Power</b>
Whenever an enemy dies, raise a 5/5 Skeleton.",,,,0,,,,,,Hero Power,NAX4_04H,,,
,True,,Reincarnate,,"Destroy a minion, then return it to life with full Health.",Dan Scott,Common,,2,,Can be crafted after completing the Shaman Class Challenge in Naxxramas.,,"It's like birth, except you're an adult and you were just dead a second ago.",Unlocked by completing the Shaman Class Challenge in Naxxramas.,Spell,FP1_025,Shaman,,
,,,Runeblade,,Has +6 Attack if the other Horsemen are dead.,,,2,3,,,,,,Weapon,NAX9_05H,,,3
,,,Runeblade,,Has +3 Attack if the other Horsemen are dead.,,,1,3,,,,,,Weapon,NAX9_05,,,3
,,,Sapphiron,,,,,,,45,,,,,Hero,NAX14_01H,,,
,,,Sapphiron,,,,,,,30,,,,,Hero,NAX14_01,,,
['Stealth'],True,,Shade of Naxxramas,,"<b>Stealth.</b> At the start of your turn, gain +1/+1.",Ittoku Seta,Epic,2,3,2,Can be crafted after defeating Kel'Thuzad in the Frostwyrm Lair.,,The Shades of Naxxramas <i>hate</i> the living. They even have a slur they use to refer them: <i>Livers</i>.,Unlocked by defeating Kel'Thuzad in the Frostwyrm Lair.,Minion,FP1_005,,,
,,,Sir Zeliek,,Your hero is <b>Immune</b>.,,,1,3,7,,,,,Minion,NAX9_04,,True,
,,,Sir Zeliek,,Your hero is <b>Immune</b>.,,,2,3,7,,,,,Minion,NAX9_04H,,True,
['Deathrattle'],,,Skeletal Smith,,<b>Deathrattle:</b> Destroy your opponent's weapon.,,,4,3,3,,,,,Minion,NAXM_002,,,
,,,Skeleton,,,,,5,5,5,,,,,Minion,NAX4_03H,,,
,,,Skeleton,,,,,1,1,1,,,,,Minion,NAX4_03,,,
,,,Skitter,,"<b>Hero Power</b>
Summon a 3/1 Nerubian.",,,,2,,,,,,Hero Power,NAX1_04,,,
,,,Skitter,,"<b>Hero Power</b>
Summon a 4/4 Nerubian.",,,,2,,,,,,Hero Power,NAX1h_04,,,
,,,Slave of Kel'Thuzad,,MINE!,,,,,,,,,,Enchantment,NAX15_04a,,,
['Taunt'],,,Slime,,<b>Taunt</b>,,,1,1,2,,,,,Minion,FP1_012t,,,
"['Deathrattle', 'Taunt']",True,,Sludge Belcher,,"<b>Taunt.
Deathrattle:</b> Summon a 1/2 Slime with <b>Taunt</b>.",Nate Bowden,Rare,3,5,5,Can be crafted after defeating Loatheb in the Plague Quarter.,,DO NOT GIVE HIM A ROOT BEER.,Unlocked by defeating Loatheb in the Plague Quarter.,Minion,FP1_012,,,
,True,,Spectral Knight,,Can't be targeted by spells or Hero Powers.,Chris Rahn,Common,4,5,6,Can be crafted after defeating Gothik the Harvester in the Military Quarter.,,What do Faerie Dragons and Spectral Knights have in common?  They both love pasta!,Unlocked by defeating Gothik the Harvester in the Military Quarter.,Minion,FP1_008,,,
,,,Spectral Rider,,"At the start of your turn, deal 1 damage to your hero.",,,0,5,6,,,,,Minion,NAX8_05t,,,
,,,Spectral Spider,,,,,1,1,1,,,,,Minion,FP1_002t,,,
,,,Spectral Trainee,,"At the start of your turn, deal 1 damage to your hero.",,,0,1,2,,,,,Minion,NAX8_03t,,,
,,,Spectral Warrior,,"At the start of your turn, deal 1 damage to your hero.",,,0,3,4,,,,,Minion,NAX8_04t,,,
['Deathrattle'],,,Spore,,<b>Deathrattle:</b> Give all enemy minions +8 Attack.,,,0,0,1,,,,,Minion,NAX6_03t,,,
,,,Sporeburst,,Deal $1 damage to all enemy minions. Summon a Spore.,,,,1,,,,,,Spell,NAX6_04,,,
,,,Stalagg,,,,Legendary,7,5,4,,,,,Minion,NAX13_05H,,True,
['Deathrattle'],True,,Stalagg,,"<b>Deathrattle:</b> If Feugen also died this game, summon Thaddius.",Dany Orizio,Legendary,7,5,4,Can be crafted after completing the Construct Quarter.,,"Stalagg want to write own flavor text.  ""STALAGG AWESOME!""",Unlocked by completing the Construct Quarter.,Minion,FP1_014,,True,
,True,,Stoneskin Gargoyle,,"At the start of your turn, restore this minion to full Health.",Matt Smith,Common,1,3,4,Can be crafted after defeating Noth the Plaguebringer in the Plague Quarter.,,Stoneskin Gargoyles love freeze tag.,Unlocked by defeating Noth the Plaguebringer in the Plague Quarter.,Minion,FP1_027,,,
,,,Supercharge,,Give your minions +2 Health.,,,,2,,,,,,Spell,NAX13_03,,,
,,,Supercharged,,+2 Health.,,,,,,,,,,Enchantment,NAX13_03e,,,
,,,Thaddius,,,,,,,45,,,,,Hero,NAX13_01H,,,
,,,Thaddius,,,,,,,30,,,,,Hero,NAX13_01,,,
,,,Thaddius,,,,Legendary,11,10,11,,,,,Minion,FP1_014t,,True,
,,,Thane Korth'azz,,Your hero is <b>Immune</b>.,,,2,3,7,,,,,Minion,NAX9_03H,,True,
,,,Thane Korth'azz,,Your hero is <b>Immune</b>.,,,1,3,7,,,,,Minion,NAX9_03,,True,
,,,Treant,,,,,2,1,2,,,,,Minion,FP1_019t,Druid,,
,,,Unbalancing Strike,,"<b>Hero Power</b>
Deal 3 damage.",,,,2,,,,,,Hero Power,NAX7_03,,,
,,,Unbalancing Strike,,"<b>Hero Power</b>
Deal 4 damage.",,,,1,,,,,,Hero Power,NAX7_03H,,,
['Taunt'],,,Understudy,,<b>Taunt</b>,,,0,2,7,,,,,Minion,NAX7_02,,,
,True,,Undertaker,,"Whenever you summon a minion with <b>Deathrattle</b>, gain +1/+1.",Jonboy Meyers,Common,1,1,2,Can be crafted after defeating Patchwerk in the Construct Quarter.,,"In a world where you can run to a spirit healer and resurrect yourself, Undertakers do pretty light business.",Unlocked by defeating Patchwerk in the Construct Quarter.,Minion,FP1_028,,,
,,,Unholy Shadow,,"<b>Hero Power</b>
Draw 2 cards.",,,,5,,,,,,Hero Power,NAX9_06,,,
['Deathrattle'],,,Unrelenting Rider,,<b>Deathrattle:</b> Summon a Spectral Rider for your opponent.,,,5,6,6,,,,,Minion,NAX8_05,,,
['Deathrattle'],,,Unrelenting Trainee,,<b>Deathrattle:</b> Summon a Spectral Trainee for your opponent.,,,2,1,2,,,,,Minion,NAX8_03,,,
['Deathrattle'],,,Unrelenting Warrior,,<b>Deathrattle:</b> Summon a Spectral Warrior for your opponent.,,,3,3,4,,,,,Minion,NAX8_04,,,
"['Deathrattle', 'Taunt']",True,,Unstable Ghoul,,<b>Taunt</b>. <b>Deathrattle:</b> Deal 1 damage to all minions.,Mike Nicholson,Common,1,2,3,Can be crafted after defeating Heigan the Unclean in the Plague Quarter.,,Filling your Ghouls with Rocket Fuel is all the rage at Necromancer school.,Unlocked by defeating Heigan the Unclean in the Plague Quarter.,Minion,FP1_024,,,
,,,Vengeance,,+3/+2.,,,,,,,,,,Enchantment,FP1_020e,Paladin,,
['Deathrattle'],True,Demon,Voidcaller,,<b>Deathrattle:</b> Put a random Demon from your hand into the battlefield.,Robb Shoberg,Common,3,4,4,Can be crafted after completing the Warlock Class Challenge in Naxxramas.,,"""Void!  Here, void!  Here, buddy!""",Unlocked by completing the Warlock Class Challenge in Naxxramas.,Minion,FP1_022,Warlock,,
['Battlecry'],True,,Wailing Soul,,<b>Battlecry: Silence</b> your other minions.,Glenn Rane,Rare,3,4,5,Can be crafted after defeating Thaddius in the Construct Quarter.,,"This soul just <i>wails</i> on you. Dang, soul, let up already.",Unlocked by defeating Thaddius in the Construct Quarter.,Minion,FP1_016,,,
,,,Web Wrap,,"<b>Hero Power</b>
Return a random enemy minion to your opponent's hand.",,,,3,,,,,,Hero Power,NAX3_02,,,
,,,Web Wrap,,"<b>Hero Power</b>
Return 2 random enemy minions to your opponent's hand.",,,,0,,,,,,Hero Power,NAX3_02H,,,
['Deathrattle'],True,Beast,Webspinner,,<b>Deathrattle:</b> Add a random Beast card to your hand.,Dan Brereton,Common,1,1,1,Can be crafted after completing the Hunter Class Challenge in Naxxramas.,,Spider cocoons are like little piñatas!,Unlocked by completing the Hunter Class Challenge in Naxxramas.,Minion,FP1_011,Hunter,,
['Aura'],,,Worshipper,,Your hero has +1 Attack on your turn.,,,1,3,4,,,,,Minion,NAX2_05,,,
['Aura'],,,Worshipper,,Your hero has +3 Attack on your turn.,,,2,3,4,,,,,Minion,NAX2_05H,,,
['Deathrattle'],True,,Zombie Chow,,<b>Deathrattle:</b> Restore 5 Health to the enemy hero.,E. M. Gist,Common,2,1,3,Can be crafted after defeating Gluth in the Construct Quarter.,,Zombie.  It's what's for dinner.,Unlocked by defeating Gluth in the Construct Quarter.,Minion,FP1_001,,,
